Q(MPa)	Defvolfluide	Q(MPa)	defvol
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.71E-03		
1.45E+02	2.74E-03		
1.45E+02	2.79E-03		
1.45E+02	2.79E-03		
1.45E+02	2.79E-03		
1.45E+02	2.79E-03		
1.45E+02	2.79E-03		
1.45E+02	2.79E-03		
1.45E+02	2.79E-03		
1.45E+02	2.79E-03		
1.45E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.79E-03		
1.46E+02	2.82E-03		
1.46E+02	2.87E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.46E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.90E-03		
1.47E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.93E-03		
1.46E+02	2.96E-03		
1.46E+02	3.01E-03		
1.46E+02	3.06E-03		
1.46E+02	3.06E-03		
1.46E+02	3.06E-03		
1.46E+02	3.06E-03		
1.46E+02	3.06E-03		
1.46E+02	3.06E-03		
1.46E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.06E-03		
1.45E+02	3.09E-03		
1.45E+02	3.10E-03		
1.45E+02	3.10E-03		
1.45E+02	3.10E-03		
1.45E+02	3.10E-03		
1.45E+02	3.10E-03		
1.45E+02	3.10E-03		
1.45E+02	3.10E-03		
1.45E+02	3.10E-03		
1.45E+02	3.10E-03		
1.45E+02	3.10E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.13E-03		
1.46E+02	3.16E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.20E-03		
1.46E+02	3.24E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.46E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.28E-03		
1.47E+02	3.31E-03		
1.47E+02	3.32E-03		
1.47E+02	3.35E-03		
1.47E+02	3.35E-03		
1.47E+02	3.35E-03		
1.47E+02	3.35E-03		
1.47E+02	3.35E-03		
1.47E+02	3.35E-03		
1.47E+02	3.35E-03		
1.47E+02	3.35E-03		
1.47E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.35E-03		
1.48E+02	3.38E-03		
1.48E+02	3.42E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.43E-03		
1.48E+02	3.46E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.50E-03		
1.48E+02	3.53E-03		
1.48E+02	3.58E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.63E-03		
1.48E+02	3.66E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.48E+02	3.71E-03		
1.47E+02	3.75E-03		
1.47E+02	3.79E-03		
1.47E+02	3.79E-03		
1.47E+02	3.79E-03		
1.47E+02	3.79E-03		
1.47E+02	3.79E-03		
